MCMC_Iteration,Pathogen_Name,R0_sampled,SI_Clust_sampled,CFR_sampled,Presymp_Proportion_sampled,Route_resp,Route_direct,Route_sexual,Route_animal,Route_vector
1,COVID-19_WT,2.5928226422258946,4.779738143875437,0.017606912884033002,0.433,1,0,0,0,0
1,COVID-19_A,4.9290634979987855,4.541900134182875,0.022650330379535594,0.991,1,0,0,0,0
1,COVID-19_D,4.3223589302403305,3.4525728581281605,0.019744921437811248,0.934,1,0,0,0,0
1,COVID-19_O,8.851510071365112,3.351440742557142,0.011600284798995646,NA,1,0,0,0,0
1,Ebola,1.8283893522362626,15.593323495095786,0.6217046731234804,0.339,0,1,0,1,0
1,Marburg,1.1447752374714704,13.74190494320505,0.6203819501418927,0.372,0,1,0,1,0
1,Lassa,5.932240611100553e-5,13.476236849313304,0.3215093830192118,0.674,0,1,0,1,0
1,CCHF,0.01274030698433005,9.361552906607484,0.11669180801952435,0.14,0,1,0,1,1
1,Nipah,0.3836863320488286,12.444042823433405,0.5852083525659755,0.213,0,1,0,1,0
1,Zika,0.011517093245671019,11.398828376958267,0.0019947961470809573,0.07,0,0,1,0,1
1,Mpox,1.6993400260820977,8.623101916197726,0.03560471835165416,0.667,0,1,0,1,0
1,H1N1_18,1.7045242376344785,3.480866397725382,0.02427638744702563,NA,1,0,0,0,0
1,H2N2,1.6614695639386903,3.956768498047229,0.016550491347199114,NA,1,0,0,0,0
1,H3N2,1.653340072942514,3.219249119923079,0.013631664753832281,NA,1,0,0,0,0
1,H1N1_09,1.3830675053515185,3.1554474953634277,2.1042342473706247e-4,NA,1,0,0,0,0
1,H5N1,0.08609867946632883,4.025199107741083,0.5407890837668965,NA,1,0,0,1,0
1,SARS,2.7942670344449465,16.08912473500146,0.07640066498675499,NA,1,0,0,0,0
1,MERS,0.9298816487251546,12.636187415386352,0.3683202596496105,0.052,1,0,0,1,0
2,COVID-19_WT,2.768875382120828,4.882445892117515,0.029465954644499453,0.437,1,0,0,0,0
2,COVID-19_A,4.291751094390168,2.881795330549929,0.02822675568657917,0.991,1,0,0,0,0
2,COVID-19_D,4.157122113763844,3.7892231861913612,0.02091291646457852,0.926,1,0,0,0,0
2,COVID-19_O,10.934344307563958,3.3066348527671803,0.0044449037767343574,NA,1,0,0,0,0
2,Ebola,1.9549779300586028,14.45966655750731,0.6106497553644512,0.378,0,1,0,1,0
2,Marburg,0.13458497254735527,6.363336645036955,0.6081783636283937,0.347,0,1,0,1,0
2,Lassa,4.551766429686651e-4,23.437635097844694,0.34571217104476426,0.663,0,1,0,1,0
2,CCHF,0.019779907978476546,13.791859106804418,0.11294786478405618,0.161,0,1,0,1,1
2,Nipah,0.3798593924859556,12.937258292857335,0.6051874277649112,0.202,0,1,0,1,0
2,Zika,0.0790486169445722,12.558684793535555,1.9447995022098377e-4,0.079,0,0,1,0,1
2,Mpox,1.7177288129372887,9.242810307762893,0.054732359782788946,0.645,0,1,0,1,0
2,H1N1_18,1.7951780081302273,3.6588893888932077,0.025298091252334415,NA,1,0,0,0,0
2,H2N2,1.5809979565410675,3.5390557994103435,0.023417371506148203,NA,1,0,0,0,0
2,H3N2,1.6115001289927822,3.2479877133884227,0.009980057505538712,NA,1,0,0,0,0
2,H1N1_09,1.4280572392071593,3.2680947163129592,2.3201917656743464e-4,NA,1,0,0,0,0
2,H5N1,0.08275800302404807,1.5398172269717851,0.519361386451096,NA,1,0,0,1,0
2,SARS,2.845011953832405,14.184378690133274,0.09728912765513445,NA,1,0,0,0,0
2,MERS,1.0560160467525805,12.2342630920952,0.41048382717741366,0.047,1,0,0,1,0
3,COVID-19_WT,2.8175356055866785,4.876740197334732,0.029196655422497404,0.453,1,0,0,0,0
3,COVID-19_A,4.384586299334874,3.3130385011304004,0.023529722535640757,0.987,1,0,0,0,0
3,COVID-19_D,5.791673700210619,3.307638542684534,0.012288829855928331,0.936,1,0,0,0,0
3,COVID-19_O,10.49240664042434,2.94837731197886,0.005400191888685115,NA,1,0,0,0,0
3,Ebola,1.9700061061867757,15.343444915860221,0.611342069861426,0.344,0,1,0,1,0
3,Marburg,0.7142981370986249,10.210807823154523,0.594255378015638,0.334,0,1,0,1,0
3,Lassa,0.06098159734000643,6.1899968690156895,0.3467574697412351,0.668,0,1,0,1,0
3,CCHF,0.009126321411000985,28.413262708815054,0.11128122199418937,0.16,0,1,0,1,1
3,Nipah,0.8159245497301378,14.38733771806536,0.635014470385625,0.21,0,1,0,1,0
3,Zika,0.2392335462361551,13.133380953859794,1.381741813450637e-4,0.068,0,0,1,0,1
3,Mpox,1.8220530650208027,8.173492623523167,0.03272851871595841,0.646,0,1,0,1,0
3,H1N1_18,1.6368795728165837,3.017435287594477,0.026742577478289602,NA,1,0,0,0,0
3,H2N2,1.6321883731481537,3.316966264318993,0.036532543016708725,NA,1,0,0,0,0
3,H3N2,1.6172394549421374,3.5203895207702383,0.02677674585777362,NA,1,0,0,0,0
3,H1N1_09,1.529225923218093,3.1310578893916223,2.0854124156856338e-4,NA,1,0,0,0,0
3,H5N1,0.14892663316201646,12.138773827549663,0.5347558483850434,NA,1,0,0,1,0
3,SARS,2.4697629542111144,12.771464922234658,0.09920542961469583,NA,1,0,0,0,0
3,MERS,1.0107358829332558,12.950455016002753,0.3964527859819892,0.045,1,0,0,1,0
4,COVID-19_WT,2.47581077332845,4.829820329154419,0.026590867007079712,0.563,1,0,0,0,0
4,COVID-19_A,4.6399874685673606,3.746197226988096,0.025897056531233892,0.986,1,0,0,0,0
4,COVID-19_D,4.675805719674554,3.6256503356169882,0.0204984584062721,0.936,1,0,0,0,0
4,COVID-19_O,10.353359907824744,3.3278981109544086,0.005668205455976018,NA,1,0,0,0,0
